Samples	1	2	3	4	5	6	7	8	9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85-89	90-94	95-99	100-104	105-109	110-114	115-119	120-124	125-129	130-134	135-139	140-144	145-149	150-151	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66
Bunky.A_2	35.833770832631245	36.082729427898165	36.06919336985066	36.08659893766218	36.10486827062913	36.22445282343883	36.10870595951295	36.1469007370001	36.22129004829515	36.14938782070392	36.10668285146195	36.07372131908242	36.04472732551659	36.020121269309634	35.990772706408464	35.9791579347177	35.95968473362531	35.94323407056538	35.90510205851857	35.888528487790936	35.863291108155245	35.85595658421643	35.828500077646744	35.80860253865332	35.79983662358619	35.77328029665274	35.77194750296559	35.74158475557064	35.74557140738378	35.7211976868379	35.728469041994	35.707120138784674	35.65580606135626	35.60617484590067	35.594021931654936	35.52615232726041	35.44293479599379	35.71327866419158																																																																		
TheyCallThisLopin.A_1	36.1227863611381	36.2048496408493	36.3066108215814	36.19567204311959	36.36095144747094	36.47083119449281	36.38566627610287	36.41199115081928	36.38909577338124	36.38565689475397	36.36831131112867	36.33298832678197	36.28319804599904	36.25792534819532	36.24610518566435	36.22895360077166	36.20734974627608	36.17627238616036	36.15597496998323	36.15495282764834	36.131519387660965	36.09981006799479	36.10608149263821	36.09421797855138	36.09430559300037	36.07710459360365	36.0571257613256	36.08269429819016	36.06733662811199	36.04697240044517	36.02157646361648	36.01035930893037	35.98583630696155	35.9217508410848	35.94204737688639	35.87115532272415	35.82717391132781	36.00106520593111																																																																		
TheyCallThisLopin.A_2	35.739513027022056	36.15744458198482	36.17435390496554	36.17724355587187	36.23531536200071	36.31814653024808	36.197129502681015	36.23159409360325	36.28395011746929	36.2328163493458	36.20045337602219	36.16709036765813	36.13536437675665	36.1155338245791	36.08819533415689	36.07892124897769	36.05332397949483	36.04025606628788	35.99895947597078	35.984964379713574	35.95319793954581	35.946514632099024	35.912851658920125	35.8930639194063	35.8784480863099	35.84680323858927	35.83733782887974	35.79892551824855	35.79327859717037	35.75768225937175	35.760320156101585	35.72655928336767	35.67028782151046	35.60634114290798	35.588182132767535	35.50672704638334	35.419891070925885	35.69170117110804																																																																		
CJLeopold.D_1	36.04416731585834	36.18097249683533	36.28353034706565	36.175480888820125	36.35270608174532	36.45741519833033	36.37752923744888	36.40492708803235	36.37744851766383	36.37014351725533	36.35258099410619	36.31712880845685	36.2671485469668	36.24536161833079	36.2269035649917	36.219063927115045	36.19545431852767	36.17572109279941	36.1521436428759	36.15855711860938	36.138970214445536	36.11416545602833	36.12262713563605	36.1111758584136	36.11972754841559	36.09711540696562	36.08901958579841	36.10593721389269	36.10822909873839	36.08511489297224	36.07572618484725	36.05714844328269	36.04716973203212	35.98426408038205	36.01016842161342	35.942058792041266	35.90542160881422	36.06371530012185																																																																		
CJLeopold.D_2	35.67302447084747	36.075640955032775	36.06680599237899	36.08000830180567	36.11253907587337	36.241494397892765	36.12268230164059	36.15751779373769	36.22293473314894	36.15184347312571	36.1143892125855	36.08105695831874	36.052386411777135	36.030539125482406	36.00563318726621	35.994409857427016	35.9746920863868	35.95878049955901	35.92228897640299	35.90746662749542	35.88010982964762	35.87354279787645	35.84421894525733	35.82568324780328	35.81401736967874	35.78635977700682	35.77992103586267	35.746741137476825	35.74710050205304	35.72016551083511	35.725276791243815	35.702656982292524	35.64817130532789	35.595757560472165	35.58071966933864	35.510629005913664	35.42817162746054	35.70900619187569																																																																		
Niko.D_1	36.01159886038111	36.19121618543843	36.29976451928366	36.19254337021964	36.37684867109585	36.47912611025702	36.40125380680961	36.43079912180736	36.40531702240075	36.4000590579655	36.38337794610178	36.34980336178337	36.30332938763643	36.282473008545765	36.2708916548122	36.26344061479003	36.24023297542527	36.21935337595752	36.19907298970836	36.204443015971904	36.185770514215456	36.16245655430088	36.16850037656602	36.15967577861935	36.16399541423818	36.14619158999523	36.13424279951853	36.15399873501504	36.1519029266837	36.13142822066404	36.118377101364	36.10346088208113	36.09194790356105	36.032376024490055	36.05588602915874	35.991297285707915	35.955387773361124	36.09965743812616																																																																		
Niko.D_2	35.70721562228593	36.08461752249147	36.06626848137024	36.07923435792586	36.11592761629716	36.223523373413045	36.1013599388664	36.13976153675304	36.20306023629939	36.13083916682924	36.09172234045683	36.056272786330695	36.02696355158754	36.00193397264327	35.97839989225555	35.96676310792695	35.94732063101268	35.92915385438601	35.893176603093835	35.87422360641771	35.85029270763554	35.84108881929162	35.81313841996152	35.7926422158679	35.78254964951651	35.75502193001292	35.74944351598499	35.716452580734185	35.718019007526415	35.692490482461224	35.69701120874676	35.67658490012106	35.61993962290816	35.57189096448168	35.55744493716033	35.48934477550012	35.40200105802309	35.687305286944664																																																																		
Mocha.D_1	36.02469250894635	36.14196995374219	36.24773702161119	36.12663923185096	36.29891721878721	36.41857427644987	36.33377156062011	36.36531798210985	36.341782523120784	36.331700065948326	36.30928472640844	36.27375345886619	36.220970461052936	36.19555453155095	36.18202802842463	36.16701952646724	36.14860538859786	36.11802191933977	36.10351547105254	36.1011912785744	36.086346968490176	36.05456468776272	36.06504973940078	36.05353676217367	36.05751292643684	36.03946100004041	36.02472493771593	36.05087446931779	36.04454764802448	36.027497857677055	36.00980847543588	35.9979979798638	35.98099104365626	35.92110868955533	35.9430072948908	35.87643166866928	35.83686906297227	36.011866809965994																																																																		
Mocha.D_2	35.75373273521206	36.07245912195644	36.05917526518406	36.0810069727757	36.10932418621407	36.22329018623577	36.097741385686014	36.13663258311559	36.2106848860859	36.132685469206464	36.09476347647383	36.06240049270163	36.03028977525948	36.00894297408486	35.97880204898458	35.96712276145827	35.94387364926381	35.929688373236395	35.8898664794572	35.873086981758874	35.8445946257107	35.837092089601434	35.80614831566825	35.78521902364141	35.77487581378886	35.743688656097106	35.74146875413709	35.70444523187723	35.70841025797521	35.67801023383886	35.68679345603302	35.6602566410492	35.606488351224286	35.55053273459824	35.53658492573465	35.4645488866524	35.37610877358971	35.66638556522882																																																																		
Levi.D_1	35.983801739841994	35.88463939193204	36.05432354631623	35.935188937488434	36.0444485304862	36.267065989303774	36.17347374163444	36.20451764682961	36.19817077922711	36.17705678353288	36.15074595968944	36.10985124643215	36.05171711981141	36.02483436918551	36.00450403068776	35.98855106946486	35.95786335506182	35.91967810525463	35.89616231026475	35.89365628630189	35.86600247668768	35.824813531949786	35.83768066988806	35.82039571844933	35.826470014211026	35.80348834672968	35.78910919986763	35.82115085459196	35.80725173364091	35.782825517311444	35.76025579789397	35.745798140548104	35.73098402357279	35.65592462766914	35.69403317758461	35.61341545896209	35.57286950661371	35.81266346576015																																																																		
Levi.D_2	35.95494627531587	36.27111433664871	36.243522352001406	36.26598613776509	36.252365736997454	36.38115398478369	36.28140507340263	36.30889355401206	36.387379570007695	36.31320360827253	36.27324340253086	36.23888210768317	36.21195961150673	36.18916212872493	36.16269722677384	36.14993732760926	36.12610829846387	36.10637333239095	36.06727689357465	36.04730897368352	36.019117949450504	36.006669236245685	35.973216100859304	35.95146465420855	35.9359301589035	35.903380518990765	35.895332755444564	35.857917816655345	35.85018719310677	35.81825131238786	35.818057693935835	35.78740885304019	35.72842316689393	35.67281822986172	35.655063894207714	35.57517701027858	35.48894882304642	35.73458599517389																																																																		
MondayMorningQ.A_1	35.974690515903575	36.03436216386185	36.14568661741771	36.014453366037586	36.18395469492305	36.33571792690016	36.23187036262164	36.27443637567088	36.252305295101706	36.232503017193125	36.210762142843976	36.17133970527105	36.11370805675156	36.08745056741388	36.07960908162344	36.06314898218538	36.04476570255304	36.01143926100017	35.9999290263389	35.999063207787444	35.98270150434469	35.95039392127805	35.96174660359169	35.95251495118195	35.954802576224765	35.93692224866173	35.92188588022795	35.953895482608075	35.947098204227046	35.92987954298157	35.91097041057452	35.90005169974931	35.88274643888572	35.81802001578321	35.845928589660545	35.77130506817118	35.73482687602139	35.93648249434439																																																																		
MondayMorningQ.A_2	35.90269686308202	35.94842656164331	35.96755351649147	36.01117936418724	35.98534415808964	36.17448220784534	36.05379695906549	36.09081840692754	36.18616858702377	36.10242632670528	36.062743366508016	36.02882183526222	35.998523301644205	35.97473112111936	35.94627861454261	35.93366278427677	35.909728412334296	35.8874332340899	35.84991233283325	35.83113432188742	35.80311679734227	35.79303196484818	35.76197908710573	35.740301824957854	35.7273883634266	35.69771719502372	35.69280012657058	35.659679866410386	35.662188727162224	35.63400000418968	35.63842331872347	35.61511654946846	35.55620134598691	35.504822740544945	35.48632529365178	35.41487053652024	35.3270092697267	35.63708891621509																																																																		
MsMacAndCheese.D_1	36.06652772319672	36.19182424090298	36.29910599951414	36.18467232203146	36.3540739689069	36.46348600041105	36.38680446526282	36.41508844468825	36.393552561077705	36.38316920759927	36.362266476033845	36.32579598306579	36.27654355518592	36.249966642090136	36.236754913739546	36.21828234463805	36.1997924986089	36.16607327999005	36.14944259197488	36.14603446927525	36.12806535488242	36.09624199701744	36.1058261118049	36.09340138479156	36.095977189906286	36.0743383269644	36.061787113491576	36.0860871537316	36.07615840673607	36.058562720122325	36.03965718243804	36.02709499811912	36.00964998531328	35.94830470356284	35.96999601807097	35.90465192561337	35.85907093326357	36.02949519989048																																																																		
MsMacAndCheese.D_2	35.706301403752704	36.12815941063938	36.12218431717028	36.14409363083899	36.164709010418846	36.285184305905744	36.16695639199827	36.19783397813957	36.26082484897549	36.19708490762336	36.16108625001621	36.12622756364411	36.09660378433213	36.07645403399042	36.05262454542372	36.040666031873975	36.01684126074116	35.99987916537479	35.96137005521788	35.944796334018534	35.91556672929142	35.90555114053425	35.87368578340076	35.85106751888099	35.83943557444765	35.80643007303365	35.79907767926568	35.76121399528691	35.75651082362057	35.730235229277234	35.72969200264448	35.70170024343331	35.64588913694263	35.592904243957946	35.56997955611681	35.4944290614466	35.41158772707923	35.696980976016555																																																																		
FurestJameson.D_1	36.08399746679853	36.18739045931435	36.28661864398848	36.17358232748804	36.33197012569296	36.45768555232839	36.37520395079599	36.40285078756984	36.3817696845665	36.37430634891418	36.354006794720206	36.31600702557847	36.26753128285441	36.23841038487816	36.22620129728789	36.20629575564835	36.1861722882124	36.14954256348727	36.13612005950502	36.12879479517541	36.113026831047904	36.07862754804536	36.0867052247019	36.0754121014556	36.07839356141413	36.05974953687998	36.04385021961933	36.07283346739774	36.06084695458424	36.04486150329576	36.02426534596988	36.013626481498484	35.99526454528938	35.93632552284434	35.9583804672797	35.89090766923172	35.847671661255994	36.02033470262251																																																																		
FurestJameson.D_2	35.54526974540077	36.10847655384769	36.105917146841456	36.149375902764994	36.20741866145884	36.306759467528536	36.19830974315458	36.22572821743105	36.28095450532378	36.22073693701001	36.18479205598	36.14899791915593	36.116825886074565	36.095208443172986	36.061736720136174	36.0497780743436	36.024651157698244	36.009178365922146	35.971250358249065	35.95355405519679	35.92457371970226	35.916479714318555	35.884619664608195	35.86126527722162	35.85099939927763	35.815034766498904	35.80958322580272	35.77148301601504	35.77301978265259	35.738876670977994	35.741203017599574	35.71307577292807	35.65849895850564	35.60699836546392	35.584182459789275	35.507139545212866	35.411682705617395	35.69441962686534																																																																		
OrashansChynnaDoll.D_1	35.78655864723768	35.549384497158805	35.789783426809194	35.70316062724845	35.769742707409385	36.0958181817593	35.99833061471268	36.034253324926496	36.04574115687267	36.01734250054162	35.98822051948161	35.94334498178897	35.87580466475797	35.838321896991644	35.82243999781497	35.798400616874105	35.77096948024008	35.72147728259039	35.70418070222007	35.69861041919755	35.670323708994275	35.6240369896215	35.64198481158201	35.62737030814734	35.63453731165259	35.61729269082555	35.59866988892461	35.64696359877049	35.62333874029616	35.604880562090784	35.576788698933264	35.57415235540329	35.551881657441854	35.4825581190802	35.526311289021265	35.45254539017868	35.412284514377184	35.700001563431115																																																																		
OrashansChynnaDoll.D_2	35.90388583023825	36.17594867555084	36.168812579684406	36.19292621057959	36.16546798002437	36.31906891371432	36.21665512183922	36.25009334632572	36.33452635280928	36.25527462602369	36.21156503494375	36.178765937286165	36.14769276704416	36.124259584716526	36.09945859921203	36.08084776343442	36.0571830195448	36.03279346325315	35.993749215048275	35.96792594861368	35.93858264470108	35.92397331760519	35.89208590280956	35.864123587284055	35.84804675358073	35.81755873479094	35.80925362681084	35.77526257686837	35.76419023443121	35.73288847316146	35.73451644750463	35.70035561277795	35.64262174000986	35.58675949753552	35.56397094538259	35.4916767981169	35.40666334810016	35.68722988265																																																																		
Frankie.D_1	35.96279654725041	36.16325936336644	36.27183597745444	36.173188325794975	36.372170632702286	36.4736058124517	36.39580620721521	36.42551540354609	36.39847690680181	36.39574826027756	36.3805593865569	36.34546398732176	36.29635407448167	36.27195473362809	36.25156741872515	36.24075670090858	36.219203223057896	36.195068844904505	36.17705005673295	36.17785018686573	36.16108892003653	36.13223684515644	36.14531808015969	36.13234599635224	36.14080385239849	36.11955186714745	36.11042038769019	36.13070936206657	36.12888219415896	36.11210778844877	36.0990514956029	36.0840347303356	36.07275038400319	36.01296549879663	36.03523110345819	35.972652192034715	35.92979233726721	36.08906964219863																																																																		
Frankie.D_2	35.74114133269779	35.996635631174755	35.98634625281338	36.004239706386606	36.01732333047688	36.16065846881059	36.026897426326485	36.05994412092685	36.14391051871272	36.0613718820663	36.02142856725612	35.98511242698949	35.954606051365985	35.92965896007444	35.89708683156254	35.88645770221792	35.86513545071955	35.85172721360858	35.80838898742953	35.79432254193707	35.76133152013287	35.756725807899144	35.72310729989286	35.70178248681988	35.68890333758516	35.65522167033915	35.65483427201945	35.614618166741444	35.62272590077657	35.58862948457745	35.59992542075293	35.56978104001285	35.51696218943454	35.46078543063341	35.447851655593595	35.37171468379265	35.280725572659804	35.61096195960923																																																																		
DS55.D10_1	35.95274639108697	36.14871210165481	36.27445575608351	36.15375471409875	36.35947094376394	36.47168232755088	36.38315426670508	36.41763785647995	36.39137438160051	36.38021063441833	36.36071343615597	36.3236653035184	36.27265532650978	36.24725380839004	36.23146288625143	36.21881092427328	36.19862901620721	36.17209318259823	36.15351364984205	36.15383354516022	36.136531237792624	36.108197180374994	36.11979664805658	36.108896867880304	36.11473710424737	36.095623630797895	36.08555602067314	36.10608601954533	36.10633947088882	36.088074474599935	36.07523359934279	36.06066364495759	36.04741842761655	35.98694228487597	36.00986760282869	35.94294933531027	35.90057148089687	36.0668153629277																																																																		
DS55.D10_2	35.863233578762085	35.88480452334056	35.91815608111467	35.95170113158318	35.97531322461061	36.1343640531799	36.009303275030085	36.05130698164529	36.14079469311377	36.049218557146254	36.00499134685377	35.97127145479078	35.93659271001313	35.912212397795045	35.8798793659691	35.873306541873006	35.846353475539374	35.8324938463228	35.788516499199226	35.772981945351226	35.74477909445796	35.73645982945185	35.70577106009061	35.685034245019786	35.67487635067492	35.643540151633275	35.642598974323725	35.60797428886441	35.61615368460883	35.59023379298703	35.597033962570926	35.572516454144115	35.519219697600995	35.46563070365444	35.45169456249375	35.37792167152297	35.2885450949833	35.61385521554711																																																																		
Bunky.D_1	35.93176724262539	35.809080648352726	35.97029665345871	35.826685582555896	35.95285260919038	36.193480106495855	36.08475548969227	36.11543878362715	36.10873452558053	36.08382255280535	36.05099712430949	36.00756905932303	35.94241286482048	35.91102886712749	35.9061727138288	35.88767378665635	35.862389455241406	35.82133570846546	35.80393872293507	35.801275874924634	35.77515398041038	35.73702282321996	35.74768883641189	35.73900294755535	35.74180601237872	35.72426118620756	35.70388805571026	35.7495046621685	35.73338204145789	35.71900422594134	35.6905444842091	35.68478348748957	35.6625169968583	35.5904658660798	35.62334713638991	35.54475653187241	35.50851570713377	35.773858551131354																																																																		
Bunky.D_2	36.10887467859043	36.199950537837175	36.209646735757744	36.23625251690596	36.197058094341976	36.35143949501604	36.247255549706765	36.27550802656901	36.35725788797382	36.288302647962304	36.2467654636424	36.21299765938345	36.183386924153226	36.15982078802153	36.13759286819847	36.12096496615298	36.09590006911095	36.071227728063285	36.031002315232726	36.00689279505855	35.97722940425407	35.96274515051563	35.929277221554884	35.90334660097009	35.8868834645039	35.85350631264835	35.846556008364935	35.80964598178639	35.803472187984106	35.772038887278754	35.771552770745004	35.7400321178154	35.67774339934694	35.61830618695979	35.59863928012925	35.516037712109394	35.42885086604715	35.69693586183696																																																																		
TheyCallThisLopin.D_1	35.986133076454806	36.17211448042413	36.27882963396385	36.1744863873813	36.38062142824253	36.47872698409864	36.39474309433231	36.42153579465405	36.396365743062994	36.39043939849945	36.37602009507237	36.33964569601529	36.28960555874495	36.264003635377456	36.24098788305686	36.2314965403544	36.20672777368089	36.187174094198376	36.16528491832666	36.17198730372606	36.15033549647471	36.12694270823708	36.1351518330982	36.125093568135895	36.133130459203805	36.11147447038287	36.10377634233022	36.12038948033711	36.12403105065103	36.100604462885286	36.09165597623123	36.07123025831347	36.06218005639748	35.998634558896285	36.0234854760012	35.95450075769291	35.91291607634752	36.07303299162192																																																																		
TheyCallThisLopin.D_2	35.76712889745151	36.11322281883918	36.09198219288335	36.113457427093294	36.138055402213965	36.25800972713834	36.12859246077621	36.16465209959505	36.23043415307909	36.16015210318422	36.12233451320275	36.08749644804854	36.05879072751144	36.03782133671029	36.01434432501817	36.005588164099535	35.98735817411932	35.96954534587389	35.934466608435194	35.91758009813675	35.89234323314635	35.88455652076061	35.855821428635295	35.837435560214566	35.82588994036687	35.79871118535475	35.79304458710202	35.75891121520535	35.75674089418341	35.7306914491575	35.734282033116685	35.712993764747225	35.65632969826659	35.6071302354902	35.58989252008865	35.51995583459573	35.43290293823494	35.70838258768203																																																																		
Shadow.A_1	36.03810390114751	36.195721954682455	36.30016344517436	36.19942947678403	36.3804589418186	36.483806022588105	36.40665934652508	36.433517588865264	36.409218827892126	36.4062124695775	36.389315257776175	36.3544733019284	36.30635784513362	36.28445483143189	36.27523932505583	36.2640748181635	36.24660692852155	36.22032171652612	36.20353273124628	36.20419921159922	36.18832868350389	36.16082328442612	36.16971324006403	36.16102605439031	36.16310584892682	36.14597965323454	36.13176180729009	36.15564190047699	36.14947999264548	36.13317074765349	36.11726090109515	36.10482768102638	36.09007732961072	36.03385085583189	36.05297866160415	35.99089699728893	35.95331689994154	36.101716602331095																																																																		
Shadow.A_2	35.7787625044226	35.7396718769205	35.76455696751116	35.82464813902796	35.84625319062388	36.04883202971652	35.91244361069254	35.96130152294017	36.05757538949297	35.966173457982	35.92441345068192	35.88854707629123	35.856451341262854	35.83516326038513	35.80354608236281	35.79748627434455	35.774754583010875	35.75618411051793	35.715094362471845	35.697651296431495	35.667228780601306	35.65982981539146	35.62732430723342	35.60494888139749	35.594850312483445	35.56441262641691	35.559213502238734	35.52467910952326	35.528961780320834	35.50063880616549	35.5076805419739	35.48551663350959	35.426044994598094	35.375076810417575	35.36123442799389	35.288248868423715	35.199885152309946	35.55541378644497																																																																		
Arianna.A_1	36.04154853005781	36.19084460405492	36.284751753598	36.18309672427687	36.35879492103072	36.46102807276058	36.38436280435586	36.41174781516907	36.38737687711868	36.38471858552397	36.3660191642381	36.33149270246399	36.28309055124091	36.25973754042259	36.24597861763745	36.23300155625423	36.21315130888	36.186680080889	36.16971220479688	36.170464653320096	36.15585130994361	36.128526407910975	36.13706394380139	36.12732973488361	36.13199171818154	36.111081166290106	36.10098588341657	36.12397601048339	36.12071799202487	36.10341925205877	36.087477556357626	36.07574100876993	36.06344103943199	36.00734979604179	36.03029220036473	35.968205066290054	35.93523520693984	36.09412490980111																																																																		
Arianna.A_2	35.69513454419726	36.10621755857707	36.09793265665558	36.11748758716015	36.153629593214525	36.259775906000975	36.14802620373801	36.18076504385654	36.2457389659781	36.17332800682424	36.13600256900647	36.10052242115425	36.07337628764173	36.04870557353181	36.027568554567296	36.01408960078997	35.996734373841704	35.97890172139615	35.94545773071367	35.92917447747184	35.90425724717522	35.89562616215685	35.86811625513381	35.848858736341384	35.837678242898946	35.81055902517956	35.802802821379245	35.77436018481367	35.77226783967602	35.74870876940794	35.751235945156374	35.730062154231746	35.6762799906519	35.62791056595053	35.612464637769015	35.54620067071499	35.46470336774921	35.74148342333297																																																																		
Fillip.A_1	36.07324036587457	36.18445383848899	36.27770357752544	36.17082374445469	36.331408364011736	36.4434622305175	36.36103795802751	36.392069920422095	36.37282204836914	36.36425219421916	36.34589390931329	36.31035719089682	36.26019259236109	36.23606613050899	36.21786665253667	36.20396287731847	36.183367718779365	36.15716490639512	36.138468960978685	36.1380988229892	36.12224592684268	36.09026574000812	36.1006598572209	36.08998319376313	36.09554925413018	36.07754897553339	36.06622693994483	36.09088340297184	36.084452207277856	36.06395636950153	36.04828260029601	36.037676977487415	36.022815681564154	35.96565868355502	35.98969723654928	35.924443209871846	35.88832377829774	36.0516793367952																																																																		
Fillip.A_2	35.557547750075095	36.14847698139168	36.14113099250508	36.16917770446261	36.21846143557983	36.31284408371333	36.20344361531748	36.24061238719398	36.29717545263095	36.24234077289357	36.2083774956262	36.177130883672376	36.15043242969774	36.12861427013085	36.10492547047916	36.09110090356996	36.071866991044985	36.05501573187848	36.01944946704541	36.00239826997798	35.97423887469677	35.961988092757565	35.93741425750105	35.91287743327979	35.9018930094658	35.87109277127055	35.86412792432867	35.82718403146185	35.82398103163895	35.795320387147264	35.796299436690234	35.770159468073004	35.713057191065	35.66093743410843	35.64411713515311	35.572029712369044	35.486620575354536	35.74572010921912																																																																		
Extractemptywell3.20240501_1	35.90248565965583	35.65200764818356	35.78585086042065	35.478011472275334	35.61567877629063	36.19407265774379	35.959847036328874	36.05162523900574	35.96940726577438	36.07762906309752	36.05162523900574	35.87954110898661	35.82485659655831	35.754110898661565	35.878133330893725	35.808998137556344	35.77867066400423	35.71277617675312	35.73653846153846	35.87115384615385	35.7448249056045	35.86680389658798	35.70905587668593	35.83754932820979	35.73926499032882	35.7443946674034	35.75333163501184	35.72248083232556	35.64255394225496	35.78225560681655	35.631211307360545	35.63617227373032	35.616169634351046	35.557909899767964	35.54562006674683	35.55054415118931	35.62017015452809	35.7372102592237																																																																		
Extractemptywell3.20240501_2	35.736137667304014	35.88718929254302	35.87189292543021	36.20267686424474	36.04780114722753	36.33460803059273	35.91586998087954	36.25621414913958	36.03059273422562	36.06577437858509	36.028298279158705	35.962523900573615	35.99847036328872	35.91586998087954	35.95390377560449	35.87388831141764	35.68861516718219	35.97093358999037	35.71605451910802	35.808545688545685	35.71283267457181	35.74933994292236	35.74412937435723	35.799781576937505	35.78040372276065	35.65099368949955	35.78008199772596	35.69470335357058	35.65323816919933	35.724887184827544	35.742369533319085	35.66866137594961	35.572786154865945	35.53359065463773	35.552117009570864	35.54712325125008	35.47433222766282	35.76018965825729																																																																		
MondayMorningQ.D_1	35.981648641927926	35.99847241701802	36.13436189627615	36.004221781107866	36.162074250775774	36.32747876408726	36.22732726043511	36.259700316479325	36.24514138318351	36.2283670123525	36.2047447833977	36.16357515710328	36.10320780085435	36.074654072488514	36.05332588208624	36.03776617018799	36.009164555324205	35.97539929346728	35.94990602851063	35.951767033203815	35.92266650575642	35.88784679243376	35.89520653462075	35.882886780979824	35.88529931159725	35.86244310346545	35.84766134173025	35.87894896200551	35.867871429121095	35.84469526193603	35.821692834631286	35.80862520310065	35.790339003469526	35.71691723600937	35.748625872957746	35.670150109027176	35.627184224310454	35.863372105949864																																																																		
MondayMorningQ.D_2	35.912456557880624	36.11967965801228	36.12971559230915	36.152986808322375	36.142932157174656	36.27478434999771	36.14960605142527	36.18264232159704	36.26836632126878	36.19187067519909	36.14614466809367	36.10911730714291	36.07629794676146	36.05590624626563	36.02371053872209	36.01133322962727	35.98828855899912	35.971422822404975	35.929889843770816	35.91339840952015	35.88294850800478	35.87401240913798	35.83966786909346	35.81646117000089	35.80441473370634	35.770718600447104	35.766521650549194	35.72704139702339	35.727198485162845	35.69246438216519	35.6990225302824	35.66572354733925	35.60935867470404	35.55201723227401	35.53228237347779	35.45575384695356	35.36164034280303	35.65497534888044																																																																		
Summit.A_1	35.87682343484076	35.74396284962966	35.93805163312336	35.82211740087042	35.92710086233733	36.19065746228081	36.0916168263136	36.12103566556059	36.12692947560154	36.09444088185744	36.06852475902327	36.02472325393786	35.95867674041939	35.923748348418144	35.91140120028373	35.88893307191427	35.86068356860001	35.81815803750207	35.79655806843751	35.79177141944437	35.76260469032691	35.71860838992344	35.72797093594073	35.714841550410085	35.71437269514447	35.69791157915433	35.673135410183534	35.71792713361744	35.69530613019377	35.674677551106114	35.6424960020194	35.63742133831677	35.613789792123725	35.54125385343491	35.58134058517807	35.50146677553523	35.46069547796914	35.73709606652052																																																																		
Summit.A_2	35.81756685349925	36.2576085142482	36.24504621081812	36.249045394053205	36.26329789396115	36.36149092114154	36.26113954007719	36.281925681087735	36.36208914883819	36.28497721618017	36.24324153335657	36.207260074111375	36.1741429826361	36.152264825024375	36.12477815329806	36.1060603119835	36.083065860250805	36.05951746960808	36.02219995769927	35.99991553231017	35.96845870243398	35.95528667193236	35.92207936971365	35.898034087252405	35.88260391975623	35.8502968201466	35.8413455475837	35.80383418778998	35.794552995730086	35.76110227173464	35.75838196165047	35.73229560969901	35.66852601235331	35.61225849101236	35.59483509101834	35.515114571630136	35.4243977961266	35.69639579340266																																																																		
Harper.A_1	35.87988537250883	35.68488405304304	35.88043964124186	35.76305487519074	35.868227832793735	36.14681914608477	36.04447484175462	36.07469490133799	36.077498210109226	36.0457747974483	36.0165572835908	35.9731683244212	35.90547138135086	35.87785175038955	35.86910652164618	35.85499892092268	35.82422916627537	35.78884223422473	35.76572940272346	35.76903506950019	35.74187256976942	35.702538029559484	35.71689792994556	35.70732686690202	35.71547263336762	35.695786341626686	35.68220737413073	35.72600652413404	35.71340431656889	35.694682508981515	35.6742178105401	35.66774701241065	35.650850820498746	35.581484493047995	35.62552740787118	35.54816770185429	35.51924843967542	35.78185725339138																																																																		
Harper.A_2	35.77571160895069	36.25788785544241	36.2536671166264	36.24855683752757	36.24667099971438	36.373603091243	36.26751762813534	36.29931225367343	36.37821392848981	36.303079087982766	36.26359980266461	36.23260705646786	36.20440075719026	36.18035588025023	36.15724726730481	36.14043001708082	36.11679028680636	36.094705079264926	36.055793585687965	36.032742022160086	36.00291592586568	35.988203306348964	35.954826337663874	35.92990016817424	35.91474323686788	35.880380509031404	35.86838118682629	35.82865371549616	35.81949618777266	35.786548364372	35.784242941347344	35.75181031845169	35.691857770334906	35.63350661283971	35.608421961996044	35.52926253533553	35.44151973175003	35.7037057960967																																																																		
Paris.A_1	36.01762737936443	36.17106897083832	36.27822662474092	36.16595753565928	36.35077808482714	36.459874711846254	36.37594755190701	36.40887577171716	36.38394713888485	36.37957874314556	36.36042833028787	36.32671428148518	36.27785539104745	36.25382565345239	36.2406116535414	36.22712522476368	36.21014277107267	36.18193791472311	36.16544770757933	36.16558907076202	36.15029753658734	36.119638087372834	36.131114649257306	36.12061035827353	36.12517580918184	36.10640766052438	36.09270284482107	36.11580785648431	36.11035091574915	36.093375478375656	36.07525195533435	36.06300740504439	36.04790329821181	35.98848464561833	36.012005843662266	35.94546754607232	35.90615485500298	36.06388288281279																																																																		
